instance_id,raw_result,optimal_makespan,accuracy,runtime_seconds
817,7728,5066,65.55,0.004683
818,880,565,64.2,0.004933
819,2258,1623,71.88,0.009245
820,10949,7857,71.76,0.006803
821,4681,3388,72.38,0.013757
822,10036,7351,73.25,0.034221
823,7385,5625,76.17,0.006185
824,5104,3530,69.16,0.002961
825,11706,8237,70.37,0.00908
826,1616,1139,70.48,0.00713
827,13470,8348,61.97,0.006773
828,2014,1642,81.53,0.005617
829,4488,3115,69.41,0.004652
830,4123,3055,74.1,0.006986
831,17489,12508,71.52,0.034144
832,4839,3105,64.17,0.003656
833,11035,7408,67.13,0.00931
834,9310,7034,75.55,0.034477
835,3206,2084,65.0,0.003023
836,5599,3797,67.82,0.002745
837,5188,3799,73.23,0.007284
838,1116,1022,91.58,0.005997
839,11562,8181,70.76,0.034375
840,7978,5732,71.85,0.009155
841,12967,9339,72.02,0.033917
842,6190,4211,68.03,0.003887
843,16694,12481,74.76,0.086749
844,8750,6178,70.61,0.006214
845,1960,1366,69.69,0.007083
846,1214,893,73.56,0.009422
847,7725,4982,64.49,0.006114
848,1909,1514,79.31,0.005808
849,10397,7517,72.3,0.006717
850,7224,4946,68.47,0.005533
851,3022,2164,71.61,0.006204
852,6772,4551,67.2,0.003777
853,9711,7233,74.48,0.006335
854,17434,12438,71.34,0.089862
855,570,426,74.74,0.010318
856,9689,6619,68.31,0.007011
857,2703,2037,75.36,0.00695
858,13119,9395,71.61,0.035384
859,7698,5243,68.11,0.00281
860,7990,5685,71.15,0.002973
861,1511,986,65.25,0.003847
862,5701,4385,76.92,0.005811
863,14889,10116,67.94,0.009383
864,7091,5116,72.15,0.009148
865,2895,2071,71.54,0.006147
866,13069,8137,62.26,0.006479
867,6774,4521,66.74,0.007557
868,5672,3918,69.08,0.003408
869,11922,8822,74.0,0.01194
870,11232,8555,76.17,0.009101
871,1164,796,68.38,0.005309
872,4029,3000,74.46,0.006105
873,23076,17254,74.77,0.03767
874,4146,3218,77.62,0.009362
875,30708,23254,75.73,0.086889
876,3938,2319,58.89,0.003685
877,8622,5863,68.0,0.009126
878,666,496,74.47,0.004034
879,2559,1755,68.58,0.005585
880,6781,4530,66.8,0.009157
881,12434,8252,66.37,0.009307
882,9501,6877,72.38,0.006112
883,8957,6129,68.43,0.005519
884,7004,4303,61.44,0.003742
885,7801,4796,61.48,0.002873
886,2736,2106,76.97,0.0071
887,5429,3417,62.94,0.003868
888,15779,10291,65.22,0.012697
889,7831,5113,65.29,0.005789
890,4458,3137,70.37,0.012691
891,13724,9932,72.37,0.009426
892,15871,9883,62.27,0.012352
893,5552,4074,73.38,0.006801
894,9097,7101,78.06,0.089931
895,10027,6358,63.41,0.006093
896,2937,1812,61.7,0.002804
897,5366,3446,64.22,0.007723
898,4239,3138,74.03,0.005989
899,8212,6313,76.88,0.089975
900,3930,2692,68.5,0.002757
901,8260,5042,61.04,0.002745
902,4573,3144,68.75,0.005821
903,9884,7166,72.5,0.00711
904,11117,7884,70.92,0.006619
905,12895,10119,78.47,0.042107
906,5041,3470,68.84,0.009359
907,6187,4491,72.59,0.006967
908,1923,1565,81.38,0.035751
909,30089,22329,74.21,0.087221
910,13938,9734,69.84,0.009069
911,12709,9193,72.33,0.00923
912,6958,5020,72.15,0.006959
913,6645,4922,74.07,0.009321
914,27778,20334,73.2,0.099598
915,7675,4258,55.48,0.003012
916,19352,13863,71.64,0.087456
917,8652,6021,69.59,0.006795
918,2882,2344,81.33,0.005556
919,7593,5411,71.26,0.00564
920,22276,15046,67.54,0.097485
921,20831,15815,75.92,0.033959
922,913,593,64.95,0.003993
923,8858,6047,68.27,0.003654
924,1594,1436,90.09,0.036506
925,5994,3844,64.13,0.003692
926,4910,3689,75.13,0.10403
927,5636,3676,65.22,0.003095
928,965,642,66.53,0.003197
929,13242,9460,71.44,0.009332
930,18281,13789,75.43,0.034028
931,8523,5779,67.8,0.012529
932,586,465,79.35,0.007339
933,4940,3504,70.93,0.002759
934,6460,4227,65.43,0.004638
935,4759,3449,72.47,0.005246
936,8335,6254,75.03,0.005563
937,11620,7992,68.78,0.009423
938,5809,3892,67.0,0.002748
939,19465,13662,70.19,0.033768
940,5902,4488,76.04,0.088808
941,12871,9155,71.13,0.087591
942,8284,6016,72.62,0.006733
943,22385,15905,71.05,0.087223
944,8083,5694,70.44,0.012638
945,8261,6263,75.81,0.009189
946,4994,3660,73.29,0.006211
947,1176,912,77.55,0.006994
948,2901,2151,74.15,0.006892
949,6259,3987,63.7,0.002978
950,14971,11024,73.64,0.087302
951,4085,2785,68.18,0.005598
952,8429,4980,59.08,0.002717
953,11511,8243,71.61,0.00615
954,5495,3641,66.26,0.003881
955,11178,8251,73.81,0.008131
956,6489,4508,69.47,0.007325
957,1039,815,78.44,0.010153
958,4754,3680,77.41,0.089502
959,8776,5354,61.01,0.003028
960,4064,3030,74.56,0.004818
961,8714,6333,72.68,0.014462
962,2649,1935,73.05,0.006793
963,10915,6680,61.2,0.004492
964,3555,2584,72.69,0.012686
965,5150,4063,78.89,0.003674
966,9525,6694,70.28,0.009031
967,12950,9430,72.82,0.086831
968,5008,4164,83.15,0.012673
969,3563,2508,70.39,0.009488
970,3427,2569,74.96,0.005554
971,10053,7176,71.38,0.007095
972,18377,13349,72.64,0.087137
973,7611,5509,72.38,0.004707
974,1388,966,69.6,0.004656
975,6136,4796,78.16,0.00755
976,12948,8550,66.03,0.009284
977,11034,7499,67.96,0.012603
978,1505,1109,73.69,0.009344
979,2135,1540,72.13,0.002891
980,17157,12081,70.41,0.033776
981,1847,1537,83.22,0.0356
982,1208,849,70.28,0.004908
983,8579,6529,76.1,0.09712
984,13374,9537,71.31,0.033699
985,1270,904,71.18,0.005907
986,28149,20215,71.81,0.086434
987,3674,2845,77.44,0.092635
988,7828,5716,73.02,0.007181
989,9791,7545,77.06,0.012608
990,24893,19240,77.29,0.086226
991,6647,4591,69.07,0.005749
992,2379,1672,70.28,0.007057
993,18661,14061,75.35,0.091891
994,4061,2758,67.91,0.002983
995,3011,2070,68.75,0.002901
996,2050,1469,71.66,0.004839
997,1046,842,80.5,0.007056
998,2455,1721,70.1,0.003666
999,10697,8041,75.17,0.034264
1000,27443,20117,73.3,0.086293
