instance_id,raw_result,optimal_makespan,accuracy,runtime_seconds
821,4681,3388,72.38,0.001052
822,10116,7351,72.67,0.001383
823,7385,5625,76.17,0.000529
824,5104,3530,69.16,0.000298
825,11620,8237,70.89,0.000667
826,1594,1139,71.46,0.000499
827,13470,8348,61.97,0.00049
828,2075,1642,79.13,0.000579
829,4488,3115,69.41,0.000392
830,4129,3055,73.99,0.000481
831,17395,12508,71.91,0.001338
832,4869,3105,63.77,0.000376
833,11035,7408,67.13,0.000658
834,9310,7034,75.55,0.001353
835,3295,2084,63.25,0.00028
836,5599,3797,67.82,0.000292
837,5188,3799,73.23,0.000481
838,1147,1022,89.1,0.000586
839,11562,8181,70.76,0.001345
840,7978,5732,71.85,0.000639
841,12967,9339,72.02,0.001329
842,6190,4211,68.03,0.000376
843,16593,12481,75.22,0.003353
844,8750,6178,70.61,0.00053
845,2068,1366,66.05,0.000499
846,1214,893,73.56,0.000654
847,7624,4982,65.35,0.000514
848,1935,1514,78.24,0.000574
849,10564,7517,71.16,0.000484
850,7224,4946,68.47,0.000579
851,3022,2164,71.61,0.000525
852,6812,4551,66.81,0.000377
853,9711,7233,74.48,0.000512
854,17434,12438,71.34,0.003345
855,592,426,71.96,0.000668
856,9689,6619,68.31,0.000486
857,2703,2037,75.36,0.0005
858,13145,9395,71.47,0.001344
859,7698,5243,68.11,0.000286
860,7990,5685,71.15,0.000285
861,1511,986,65.25,0.000391
862,5701,4385,76.92,0.000578
863,14889,10116,67.94,0.000653
864,7091,5116,72.15,0.000667
865,3022,2071,68.53,0.000508
866,13069,8137,62.26,0.000509
867,6789,4521,66.59,0.000481
868,5645,3918,69.41,0.000294
869,11922,8822,74.0,0.000653
870,11259,8555,75.98,0.000573
871,1164,796,68.38,0.000379
872,4029,3000,74.46,0.000586
873,23123,17254,74.62,0.00135
874,4146,3218,77.62,0.000665
875,31055,23254,74.88,0.003449
876,3966,2319,58.47,0.000391
877,8622,5863,68.0,0.000648
878,671,496,73.92,0.000396
879,2542,1755,69.04,0.000582
880,6781,4530,66.8,0.00065
881,12434,8252,66.37,0.000641
882,9501,6877,72.38,0.000529
883,8957,6129,68.43,0.000583
884,7022,4303,61.28,0.000383
885,7801,4796,61.48,0.000284
886,2746,2106,76.69,0.000522
887,5491,3417,62.23,0.000398
888,15779,10291,65.22,0.001046
889,7808,5113,65.48,0.000587
890,4510,3137,69.56,0.001072
891,13724,9932,72.37,0.000665
892,15871,9883,62.27,0.001044
893,5707,4074,71.39,0.000496
894,9097,7101,78.06,0.003526
895,9914,6358,64.13,0.000529
896,3006,1812,60.28,0.00029
897,5366,3446,64.22,0.000532
898,4239,3138,74.03,0.000578
899,8257,6313,76.46,0.003472
900,3930,2692,68.5,0.000284
901,8260,5042,61.04,0.000283
902,4573,3144,68.75,0.000569
903,9720,7166,73.72,0.000516
904,11117,7884,70.92,0.000514
905,13088,10119,77.32,0.001385
906,5090,3470,68.17,0.00065
907,6317,4491,71.09,0.000496
908,1910,1565,81.94,0.001422
909,30089,22329,74.21,0.003472
910,13938,9734,69.84,0.000663
911,12709,9193,72.33,0.000672
912,6958,5020,72.15,0.000504
913,6645,4922,74.07,0.000674
914,27778,20334,73.2,0.003482
915,7675,4258,55.48,0.000297
916,19540,13863,70.95,0.003525
917,8652,6021,69.59,0.000501
918,2949,2344,79.48,0.000583
919,7593,5411,71.26,0.000573
920,22234,15046,67.67,0.003489
921,21042,15815,75.16,0.001376
922,914,593,64.88,0.000393
923,8858,6047,68.27,0.000392
924,1620,1436,88.64,0.001415
925,5867,3844,65.52,0.000388
926,4901,3689,75.27,0.003521
927,5636,3676,65.22,0.000288
928,965,642,66.53,0.000294
929,13242,9460,71.44,0.000667
930,18092,13789,76.22,0.00138
931,8613,5779,67.1,0.001052
932,595,465,78.15,0.00049
933,4940,3504,70.93,0.000287
934,6460,4227,65.43,0.000512
935,4631,3449,74.48,0.000402
936,8674,6254,72.1,0.000592
937,11620,7992,68.78,0.000673
938,5809,3892,67.0,0.000303
939,19601,13662,69.7,0.001373
940,5934,4488,75.63,0.00349
941,12871,9155,71.13,0.003483
942,8417,6016,71.47,0.000504
943,22385,15905,71.05,0.003388
944,8106,5694,70.24,0.001055
945,8496,6263,73.72,0.000671
946,4994,3660,73.29,0.000517
947,1193,912,76.45,0.000508
948,2934,2151,73.31,0.000501
949,6259,3987,63.7,0.000299
950,15178,11024,72.63,0.003488
951,4085,2785,68.18,0.000587
952,8429,4980,59.08,0.000298
953,11511,8243,71.61,0.000535
954,5495,3641,66.26,0.00038
955,11178,8251,73.81,0.000679
956,6661,4508,67.68,0.0005
957,1039,815,78.44,0.000657
958,4779,3680,77.0,0.003448
959,8776,5354,61.01,0.000291
960,4064,3030,74.56,0.000394
961,8714,6333,72.68,0.001037
962,2654,1935,72.91,0.000482
963,10915,6680,61.2,0.000405
964,3555,2584,72.69,0.00105
965,5150,4063,78.89,0.000383
966,9535,6694,70.2,0.000651
967,12950,9430,72.82,0.003373
968,5008,4164,83.15,0.001026
969,3563,2508,70.39,0.000641
970,3427,2569,74.96,0.000569
971,10053,7176,71.38,0.000484
972,18396,13349,72.56,0.00338
973,7603,5509,72.46,0.000403
974,1375,966,70.25,0.000397
975,6216,4796,77.16,0.000531
976,12948,8550,66.03,0.000658
977,11034,7499,67.96,0.001029
978,1525,1109,72.72,0.00067
979,2126,1540,72.44,0.000289
980,17157,12081,70.41,0.001361
981,1887,1537,81.45,0.001386
982,1222,849,69.48,0.000391
983,8682,6529,75.2,0.003719
984,13463,9537,70.84,0.001335
985,1329,904,68.02,0.000567
986,28077,20215,72.0,0.003391
987,3712,2845,76.64,0.003538
988,7863,5716,72.69,0.000503
989,9791,7545,77.06,0.001035
990,25192,19240,76.37,0.003441
991,6623,4591,69.32,0.000578
992,2390,1672,69.96,0.000493
993,18661,14061,75.35,0.003375
994,4072,2758,67.73,0.000303
995,3011,2070,68.75,0.00029
996,2044,1469,71.87,0.000394
997,1121,842,75.11,0.000508
998,2455,1721,70.1,0.000387
999,10697,8041,75.17,0.001361
1000,27314,20117,73.65,0.003379
