metric,value
average_mwkr_deviation,42.395203523328156
average_updated_deviation,41.90154454488909
best_mwkr_deviation,11.05015673981191
best_updated_deviation,9.197651663405088
worst_mwkr_deviation,80.24894316580554
worst_updated_deviation,80.24894316580554
